title,text,subject,date,label
Economy update issued after trade review,"According to a statement issued on 17-Sep-21, the department reviewed economy data for the quarter. The agency stated that further updates concerning trade would be provided during the next scheduled briefing. The department said it would continue to monitor the situation through standard channels.",politics,14-Nov-19,REAL
BREAKING: 5G networks scandal destroys everything - share before it's deleted!!!,Shocking new evidence about 5G networks has just leaked and they are trying to BAN this article!!! Everyone is talking about how the leaked memo was secretly changed overnight and NOBODY is asking questions!!! The fact that this is not on the news proves EVERYTHING!!!,politics,09-Jan-21,FAKE
"BOMBSHELL: 5G networks conspiracy finally uncovered, mainstream media silent!!!",The mainstream media will NEVER show you this about 5G networks - 100% guaranteed!!! Everyone is talking about how the banned report was secretly changed overnight and NOBODY is asking questions!!! The fact that this is not on the news proves EVERYTHING!!!,politics,13-Jan-21,FAKE
You won't BELIEVE what insiders revealed about 5G networks - banned truth!!!,Insiders whispered the TRUTH about 5G networks and it is worse than you could ever imagine!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the leaked memo was hidden from YOU!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,entertainment,20-Jun-21,FAKE
Officials review diplomatic figures in summit records,The ministry announced on 23-Jan-19 that diplomatic statistics had been verified by an independent auditor. A spokesperson said the findings in summit were based on filings submitted under existing disclosure rules. No unusual activity was reported in connection with the matter.,health,14-Jun-19,REAL
BREAKING: vaccines scandal destroys everything - share before it's deleted!!!,This one weird trick about vaccines changed everything and experts are FURIOUS!!! Everyone is talking about how the leaked memo was secretly changed overnight and NOBODY is asking questions!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,health,15-Aug-20,FAKE
Health update issued after vaccine programme review,Officials confirmed on 05-Jul-19 that health figures were released following a routine review. Independent observers who reviewed the materials in vaccine programme described the process as routine and orderly. No unusual activity was reported in connection with the matter.,health,17-Apr-20,REAL
Economy update issued after employment review,"Officials confirmed on 09-Apr-21 that economy figures were released following a routine review. Researchers noted that the results, published in employment, are consistent with data collected over the previous year. Additional documentation is expected to be made available on the public register.",health,09-Jul-20,REAL
Officials review health figures in public health records,Officials confirmed on 22-Oct-20 that health figures were released following a routine review. The announcement followed a month-long review in which the numbers were cross-checked against records from public health. The office declined to comment beyond the prepared statement.,health,04-Sep-21,REAL
SHOCKING!!! 5G networks secret plan EXPOSED - what they don't want you to know!!!,Insiders whispered the TRUTH about 5G networks and it is worse than you could ever imagine!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the deleted files was hidden from YOU!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,entertainment,22-Jan-20,FAKE
"BOMBSHELL: the election conspiracy finally uncovered, mainstream media silent!!!",The mainstream media will NEVER show you this about the election - 100% guaranteed!!! They deleted the evidence about the leaked memo but we saved it - share this before it disappears!!! Comment your reaction NOW and tag everyone you know!!!,health,12-Dec-20,FAKE
